l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1696,1107,3608,3,19,19153.9,0.08,0.05,N,O,5/3/1998,3/13/1998,5/28/1998,TAKE BACK RETURN,REG AIR,"e regular, ironic asymptotes sn"
1696,192712,2713,4,21,37898.91,0.05,0,N,O,5/4/1998,2/18/1998,5/7/1998,NONE,MAIL,inder along the ironic packages. carefull
1696,93788,8807,5,43,76616.54,0.03,0.06,N,O,2/14/1998,3/29/1998,2/20/1998,COLLECT COD,FOB,ackages haggle quick
1697,74452,6960,1,6,8558.7,0.05,0,N,O,1/28/1997,11/27/1996,1/31/1997,NONE,FOB,accounts. carefully unusual a
1697,103417,5928,2,24,34089.84,0,0.08,N,O,12/29/1996,12/19/1996,1/10/1997,NONE,SHIP, express accounts was carefully ironic 
1697,123693,6206,3,27,46350.63,0.06,0,N,O,1/20/1997,12/2/1996,2/5/1997,COLLECT COD,MAIL,final accounts. slyly even sentiments af
1697,93083,3084,4,49,52727.92,0.08,0.04,N,O,12/7/1996,1/2/1997,12/31/1996,COLLECT COD,TRUCK,g to the blithely pending accounts use qui
1697,34808,7312,5,19,33113.2,0.03,0.07,N,O,1/8/1997,11/12/1996,1/11/1997,DELIVER IN PERSON,FOB,r deposits alongside of the slyly re
1698,96537,6538,1,44,67475.32,0.05,0.05,N,O,5/16/1997,7/5/1997,5/27/1997,NONE,RAIL,ously quickly regular
1698,92106,4616,2,6,6588.6,0.08,0,N,O,8/21/1997,6/8/1997,9/3/1997,DELIVER IN PERSON,RAIL,despite the quickly ironic
1698,20546,3049,3,22,32263.88,0.03,0.04,N,O,8/7/1997,5/28/1997,8/24/1997,DELIVER IN PERSON,TRUCK,e around the even hocke
1698,111909,4421,4,19,36497.1,0,0.07,N,O,7/4/1997,6/21/1997,8/1/1997,NONE,RAIL, use quickl
1698,52417,2418,5,37,50668.17,0,0.03,N,O,5/16/1997,5/29/1997,5/27/1997,NONE,AIR,ies; slyly regular packag
1698,165824,5825,6,15,28347.3,0.1,0.01,N,O,7/20/1997,6/7/1997,7/21/1997,TAKE BACK RETURN,RAIL, regularly bold asymptotes
1699,37350,2357,1,50,64367.5,0,0.06,A,F,3/26/1994,3/23/1994,4/20/1994,NONE,FOB,"ffily special requests. furious, unusual mu"
1699,134825,4826,2,17,31616.94,0.07,0.02,R,F,1/12/1994,3/12/1994,2/8/1994,NONE,AIR,fily above the carefu
1700,139702,4729,1,38,66184.6,0.04,0.04,N,O,10/3/1996,7/27/1996,10/22/1996,NONE,RAIL,e carefully pending deposits. f
1700,155943,5944,2,49,97948.06,0.04,0,N,O,9/26/1996,7/28/1996,10/16/1996,NONE,TRUCK,eas-- quickly quiet foxes sleep. sl
1701,149418,6961,1,47,68968.27,0.08,0.05,R,F,5/25/1992,6/29/1992,6/15/1992,NONE,RAIL,tions nag quickly. carefully bold packa
1701,53004,3005,2,2,1914,0.01,0.04,R,F,6/24/1992,7/12/1992,6/29/1992,COLLECT COD,SHIP,ts. slyly regular patterns cajole 
1701,34683,7187,3,26,42059.68,0.1,0.06,R,F,6/4/1992,7/11/1992,7/4/1992,DELIVER IN PERSON,FOB,l requests sleep among the carefully
1702,66974,4493,1,19,36878.43,0.02,0.01,N,F,6/2/1995,6/30/1995,6/29/1995,NONE,REG AIR,"posits. unusual,"
1702,29762,2265,2,38,64286.88,0,0,N,O,9/1/1995,6/10/1995,9/10/1995,DELIVER IN PERSON,REG AIR,", even packages snooze "
1702,194425,4426,3,46,69893.32,0,0.08,N,O,7/14/1995,6/30/1995,7/20/1995,NONE,FOB,regular deposits wake blithely furiously ex
1702,92039,2040,4,28,28868.84,0.07,0.05,R,F,6/10/1995,7/26/1995,6/16/1995,TAKE BACK RETURN,AIR,sleep quickly special brai
1702,88038,8039,5,34,34885.02,0.01,0.06,N,O,7/4/1995,6/8/1995,7/28/1995,DELIVER IN PERSON,AIR,; slyly special asymptotes boos
1702,41506,4011,6,28,40530,0.1,0,N,O,8/14/1995,7/31/1995,9/8/1995,COLLECT COD,RAIL,ages wake furiously around the slyly final 
1703,165404,7921,1,36,52898.4,0.09,0.01,R,F,4/22/1993,3/5/1993,4/24/1993,DELIVER IN PERSON,SHIP,oxes. blithely s
1703,136118,1145,2,35,40393.85,0.01,0.08,R,F,4/14/1993,3/31/1993,4/27/1993,NONE,RAIL,the blithely
1703,123460,3461,3,48,71206.08,0.06,0.02,R,F,2/7/1993,4/20/1993,2/24/1993,TAKE BACK RETURN,AIR,"egular asymptotes. final, regular th"
1728,125205,230,1,1,1230.2,0.07,0.04,N,O,9/16/1996,8/19/1996,9/18/1996,COLLECT COD,FOB,ke blithely along
1728,104383,6894,2,23,31909.74,0.05,0.02,N,O,9/8/1996,7/24/1996,9/20/1996,NONE,FOB,old accounts about th
1728,164065,1614,3,44,49678.64,0.08,0.07,N,O,7/31/1996,6/22/1996,8/6/1996,COLLECT COD,FOB,tructions cajole blithe
1728,26347,6348,4,34,43293.56,0.08,0.05,N,O,8/28/1996,7/20/1996,9/12/1996,DELIVER IN PERSON,MAIL,timents. ca
1728,198088,3127,5,31,36768.48,0.09,0.02,N,O,7/26/1996,6/28/1996,8/14/1996,NONE,REG AIR,lyly. even theodolit
1729,156948,6949,1,12,24059.28,0.08,0.04,A,F,8/11/1992,7/24/1992,8/16/1992,COLLECT COD,RAIL,elets. fluffily unusual grouches detect
1730,165429,7946,1,41,61271.22,0.01,0.03,N,O,8/11/1998,8/29/1998,9/2/1998,TAKE BACK RETURN,TRUCK,"nusual theodolites are final, pendi"
1730,161312,1313,2,15,20599.65,0.07,0.04,N,O,9/7/1998,9/12/1998,9/30/1998,TAKE BACK RETURN,AIR,beside the even deposits. blithe
1730,161029,3546,3,9,9810.18,0.1,0,N,O,9/18/1998,9/15/1998,9/21/1998,DELIVER IN PERSON,FOB,ironic platelets detect courts. slyly spe
1730,9457,6958,4,40,54658,0.02,0.03,N,O,10/2/1998,10/6/1998,10/3/1998,NONE,SHIP,iers. idly sil
1730,140291,5320,5,43,57245.47,0.04,0.06,N,O,10/26/1998,10/22/1998,11/2/1998,DELIVER IN PERSON,TRUCK,iously final acc
1731,183932,3933,1,36,72573.48,0.1,0,N,O,4/18/1996,4/3/1996,4/29/1996,TAKE BACK RETURN,MAIL,ns about the furiously even
1731,138267,3294,2,7,9136.82,0.04,0.07,N,O,4/11/1996,2/13/1996,4/30/1996,DELIVER IN PERSON,REG AIR, bold foxes haggle qu
1731,50920,3426,3,50,93546,0.05,0.04,N,O,1/14/1996,3/13/1996,1/29/1996,COLLECT COD,RAIL,even foxes wak
1731,195874,3432,4,23,45307.01,0.1,0.04,N,O,4/22/1996,2/25/1996,5/16/1996,TAKE BACK RETURN,RAIL, carefully regular pack
1731,52355,2356,5,37,48371.95,0.1,0.05,N,O,4/30/1996,3/17/1996,5/27/1996,TAKE BACK RETURN,RAIL,long the quickly express pin
1731,123416,953,6,41,59015.81,0.03,0.08,N,O,4/5/1996,2/28/1996,5/1/1996,TAKE BACK RETURN,RAIL,are among the foxes. unusual acc
1732,4397,4398,1,50,65069.5,0.02,0.01,R,F,12/5/1993,1/23/1994,12/20/1993,TAKE BACK RETURN,FOB,refully final asymptotes would b
1732,98183,8184,2,36,42522.48,0.01,0.03,A,F,3/15/1994,2/9/1994,4/2/1994,DELIVER IN PERSON,TRUCK,lithely ironic forges about the brave
1732,160895,5928,3,41,80191.49,0,0.04,R,F,2/20/1994,1/7/1994,2/27/1994,TAKE BACK RETURN,AIR,"carefully ironic, express foxes. q"
1732,151257,1258,4,9,11774.25,0.04,0.04,A,F,2/25/1994,1/29/1994,3/16/1994,TAKE BACK RETURN,FOB, the express courts. furious
1732,168899,1416,5,25,49197.25,0.02,0.05,A,F,2/15/1994,1/7/1994,2/21/1994,COLLECT COD,REG AIR,ent asymptotes beneath the 
1732,72930,452,6,16,30446.88,0.01,0.05,R,F,1/7/1994,1/2/1994,1/25/1994,COLLECT COD,SHIP,t deposits cajole slyly at the carefully 
1733,110444,2956,1,41,59632.04,0.08,0.01,N,O,6/13/1996,7/8/1996,7/7/1996,TAKE BACK RETURN,AIR,y silent deposits
1733,23938,1445,2,16,29790.88,0,0.04,N,O,8/28/1996,7/25/1996,9/27/1996,COLLECT COD,MAIL,anent accounts integrate stealth
1733,119673,7207,3,29,49087.43,0.1,0.06,N,O,7/16/1996,8/8/1996,7/28/1996,NONE,TRUCK,oost furiously carefully regular request
1733,135517,544,4,38,58995.38,0.01,0.03,N,O,8/26/1996,7/23/1996,8/28/1996,NONE,FOB,structions
1733,33586,8593,5,22,33430.76,0.06,0.07,N,O,7/16/1996,7/24/1996,7/30/1996,COLLECT COD,AIR,sly. quickly unusual foxes wake furiously u
1733,65422,5423,6,9,12486.78,0.06,0.08,N,O,5/25/1996,7/23/1996,6/10/1996,COLLECT COD,TRUCK,uickly fluffily unusual depo
1733,145889,918,7,13,25153.44,0.02,0.03,N,O,8/3/1996,8/2/1996,8/18/1996,NONE,MAIL,ong the quick ideas.
1734,154883,7399,1,38,73639.44,0.03,0.03,R,F,8/9/1994,9/7/1994,8/12/1994,COLLECT COD,FOB,about the 
1734,117726,238,2,4,6974.88,0.06,0.03,A,F,8/20/1994,7/17/1994,8/25/1994,DELIVER IN PERSON,AIR,l ideas cajole f
1735,155456,5457,1,43,64992.35,0.02,0.06,A,F,1/14/1993,3/25/1993,2/2/1993,DELIVER IN PERSON,FOB,s. slyly ironic a
1735,138514,1028,2,49,76072.99,0.03,0.04,A,F,12/31/1992,2/3/1993,1/25/1993,TAKE BACK RETURN,TRUCK,cording to the ironic deposits. 
1760,95414,433,1,38,53557.58,0.09,0.03,N,O,6/15/1996,6/29/1996,7/11/1996,NONE,MAIL,ecial ideas wake blithely special theodolit
1760,7256,7257,2,3,3489.75,0,0.06,N,O,7/18/1996,7/1/1996,8/1/1996,NONE,RAIL,"en asymptotes across the even, final th"
1760,136818,1845,3,44,81611.64,0.05,0.01,N,O,6/11/1996,6/16/1996,7/2/1996,COLLECT COD,REG AIR,ccounts haggle along the blithely even pint
1761,51042,8558,1,33,32770.32,0.09,0.03,R,F,1/3/1994,1/23/1994,1/31/1994,NONE,FOB,tions. speci
1761,51137,1138,2,37,40260.81,0.02,0.07,R,F,2/17/1994,3/8/1994,3/16/1994,NONE,RAIL,unts. packages haggle aroun
1761,48901,1406,3,37,68446.3,0.06,0.04,R,F,1/2/1994,3/12/1994,1/25/1994,DELIVER IN PERSON,TRUCK,s nag about the slyly pendi
1761,72503,25,4,49,72299.5,0.06,0.07,R,F,1/8/1994,3/3/1994,2/5/1994,TAKE BACK RETURN,FOB,t the express ideas aff
1761,156877,9393,5,37,71553.19,0.03,0.04,R,F,4/24/1994,3/14/1994,4/29/1994,TAKE BACK RETURN,MAIL,ep furiously carefully express requests. s
1761,23419,926,6,12,16108.92,0.01,0.05,A,F,4/16/1994,3/8/1994,4/21/1994,DELIVER IN PERSON,AIR,"nes integrate! final, pending reque"
1761,811,5812,7,13,22253.53,0.03,0.08,R,F,3/6/1994,3/18/1994,3/22/1994,DELIVER IN PERSON,TRUCK,ding to the 
1762,25243,248,1,15,17523.6,0.04,0.08,A,F,12/18/1994,10/29/1994,1/17/1995,TAKE BACK RETURN,REG AIR,ide of the carefully expr
1762,49506,4515,2,39,56764.5,0.1,0.02,A,F,9/12/1994,11/9/1994,10/8/1994,DELIVER IN PERSON,MAIL,"accounts. final, special theodo"
1762,31865,4369,3,7,12578.02,0.05,0.01,R,F,9/3/1994,10/2/1994,9/10/1994,NONE,REG AIR,its. slyly unusual epitaphs about the slyl
1762,144131,6646,4,24,28203.12,0.03,0.03,A,F,11/30/1994,11/2/1994,12/20/1994,NONE,REG AIR,s theodolites. ironic ideas detect carefu
1762,7408,7409,5,49,64454.6,0.08,0.05,A,F,10/20/1994,11/2/1994,11/10/1994,TAKE BACK RETURN,SHIP,ffily special requests about
1762,93430,8449,6,35,49820.05,0.05,0.05,A,F,11/25/1994,10/21/1994,11/28/1994,COLLECT COD,AIR,the carefully special as
1762,72971,5479,7,47,91366.59,0.03,0.01,A,F,11/2/1994,10/7/1994,11/8/1994,NONE,SHIP,deposits boost 
1763,11731,6734,1,22,36140.06,0.09,0.06,N,O,1/17/1997,1/15/1997,2/3/1997,TAKE BACK RETURN,SHIP, silent asymptotes around the
1763,156496,9012,2,43,66757.07,0.04,0.04,N,O,11/4/1996,12/9/1996,11/28/1996,DELIVER IN PERSON,FOB,"egular, even foxes. slyly express packages "
1763,24137,6640,3,16,16978.08,0.06,0.02,N,O,12/12/1996,12/4/1996,12/25/1996,DELIVER IN PERSON,RAIL,. platelets poach. quickly
1763,60187,7706,4,44,50475.92,0.04,0.05,N,O,12/4/1996,1/6/1997,12/25/1996,DELIVER IN PERSON,REG AIR,ld asymptotes. blithely regular notornis u
1763,146555,9070,5,13,20820.15,0.03,0.05,N,O,11/23/1996,1/24/1997,12/5/1996,TAKE BACK RETURN,SHIP,ously express accounts impress exc
1763,142048,2049,6,3,3270.12,0.05,0.03,N,O,12/10/1996,12/6/1996,1/4/1997,TAKE BACK RETURN,FOB,wake. regular hockey player
1763,183931,1486,7,2,4029.86,0.05,0.07,N,O,2/27/1997,12/4/1996,3/27/1997,COLLECT COD,FOB,fily unusual dolphins. regular
1764,120300,301,1,20,26406,0.09,0.02,A,F,6/9/1992,5/22/1992,7/6/1992,COLLECT COD,MAIL,re slyly carefully regular pack
1764,66465,1478,2,3,4294.38,0.07,0.07,R,F,5/13/1992,6/7/1992,5/26/1992,COLLECT COD,RAIL,ages. carefully 
1764,77176,4698,3,27,31135.59,0.07,0.04,A,F,5/6/1992,5/11/1992,5/23/1992,COLLECT COD,TRUCK,e behind the blithely regular deposits. re
1765,160566,567,1,36,58556.16,0.08,0.04,N,O,3/2/1996,2/17/1996,3/14/1996,DELIVER IN PERSON,SHIP,ly express asymptotes. ex
1766,86716,6717,1,32,54486.72,0.08,0.01,N,O,1/8/1997,11/11/1996,1/31/1997,TAKE BACK RETURN,AIR,counts engage. even accounts wake. fi
1766,33969,6473,2,12,22835.52,0.05,0.01,N,O,10/28/1996,12/18/1996,11/15/1996,DELIVER IN PERSON,AIR, use thinly slyly special courts. reque
1766,110761,8295,3,1,1771.76,0.1,0.02,N,O,1/21/1997,1/7/1997,2/19/1997,NONE,TRUCK,phins. quickly even accounts wake
1767,24933,9938,1,32,59453.76,0.08,0.04,A,F,5/22/1995,5/14/1995,5/23/1995,COLLECT COD,SHIP,arefully slyly regular foxes. fu
1767,41434,8947,2,1,1375.43,0.09,0.05,N,O,6/23/1995,5/25/1995,7/3/1995,TAKE BACK RETURN,RAIL,ructions. carefully 
1767,173977,3978,3,24,49223.28,0.06,0.03,R,F,3/16/1995,4/29/1995,4/11/1995,DELIVER IN PERSON,RAIL, frays boost? carefully unusual pinto
1767,22387,4890,4,50,65469,0.01,0.02,R,F,5/29/1995,4/14/1995,6/15/1995,NONE,REG AIR,lar packages. 
1767,51549,4055,5,40,60021.6,0.06,0,R,F,4/16/1995,5/6/1995,4/21/1995,TAKE BACK RETURN,AIR,usual packages are carefully
1792,87191,2208,1,9,10603.71,0.09,0.04,R,F,2/28/1994,12/11/1993,3/12/1994,TAKE BACK RETURN,AIR,ithely regular c
1792,8700,6201,2,5,8043.5,0.04,0.02,R,F,2/13/1994,1/3/1994,2/28/1994,DELIVER IN PERSON,TRUCK,"final, regular packages. ironic sentiments "
1792,8139,640,3,8,8377.04,0.01,0.04,A,F,2/21/1994,1/26/1994,2/27/1994,DELIVER IN PERSON,RAIL,kly besides the final ideas. fluffy foxes
1792,190135,2655,4,45,55130.85,0,0.01,A,F,2/27/1994,12/24/1993,3/7/1994,DELIVER IN PERSON,MAIL,nic instructions around the d
1792,198786,3825,5,35,65967.3,0.06,0.05,R,F,1/31/1994,1/20/1994,2/17/1994,NONE,FOB,s accounts. carefu
1793,47119,9624,1,29,30917.19,0.01,0.06,R,F,10/24/1992,9/20/1992,11/23/1992,NONE,MAIL,the blithely
1793,125194,2731,2,4,4876.76,0.07,0.05,A,F,7/28/1992,8/26/1992,8/21/1992,COLLECT COD,RAIL, packages serve fluffily
1793,130060,2574,3,6,6540.36,0.01,0.05,R,F,9/21/1992,9/5/1992,10/1/1992,DELIVER IN PERSON,REG AIR,uternes. furi
1793,117679,5213,4,4,6786.68,0,0.08,R,F,9/27/1992,9/21/1992,10/7/1992,DELIVER IN PERSON,AIR,xpress package
1793,24521,4522,5,42,60711.84,0.03,0.03,A,F,10/13/1992,10/2/1992,11/6/1992,NONE,RAIL,ticing instructions promise furious
1794,167389,7390,1,36,52429.68,0.09,0.08,N,O,11/7/1997,11/1/1997,11/18/1997,TAKE BACK RETURN,FOB,iet deposits among
1794,94575,9594,2,3,4708.71,0.02,0.03,N,O,11/15/1997,12/16/1997,11/20/1997,DELIVER IN PERSON,FOB,ng the pending packages. blith
1794,116160,6161,3,23,27051.68,0.08,0.04,N,O,10/13/1997,11/30/1997,10/28/1997,TAKE BACK RETURN,AIR,ly. furiously bold accounts wake qui
1794,84627,9644,4,34,54795.08,0.06,0.08,N,O,9/29/1997,11/13/1997,10/7/1997,TAKE BACK RETURN,SHIP,ress requests boost
1794,116434,1457,5,47,68170.21,0.1,0.06,N,O,1/15/1998,11/30/1997,2/14/1998,DELIVER IN PERSON,TRUCK,furiously regular packages cajole fluf
1794,90185,2695,6,37,43481.66,0.01,0.01,N,O,1/12/1998,12/21/1997,1/17/1998,DELIVER IN PERSON,MAIL,. always unusu
1795,136200,6201,1,44,54392.8,0.08,0.08,A,F,4/28/1994,5/24/1994,5/27/1994,NONE,AIR,kly alongside of the regular
1795,113154,3155,2,34,39683.1,0.08,0,A,F,4/24/1994,6/1/1994,5/8/1994,DELIVER IN PERSON,SHIP,lar accounts. furiously regular pac
1795,167545,5094,3,25,40313.5,0.07,0.01,A,F,5/18/1994,5/22/1994,5/20/1994,TAKE BACK RETURN,RAIL,osits. quickly regular deposi
1795,124863,2400,4,32,60411.52,0.03,0.06,R,F,5/10/1994,4/21/1994,5/17/1994,DELIVER IN PERSON,SHIP,y above the fluffily regular
1795,162306,9855,5,11,15051.3,0.08,0.02,R,F,6/19/1994,4/24/1994,7/2/1994,TAKE BACK RETURN,TRUCK,lithely final ide
1796,9888,9889,1,28,50340.64,0.08,0.04,A,F,12/1/1992,1/1/1993,12/24/1992,DELIVER IN PERSON,FOB,. bold epitaphs poach care
1796,184834,9871,2,8,15350.64,0,0.08,R,F,1/7/1993,1/4/1993,1/10/1993,NONE,SHIP,arefully ironic dependencies haggle even
1797,30639,3143,1,17,26683.71,0.01,0.02,N,O,8/6/1996,7/11/1996,8/29/1996,NONE,TRUCK,ependencies thrash furiously final id
1797,144215,6730,2,16,20147.36,0.01,0,N,O,6/3/1996,7/21/1996,6/7/1996,NONE,FOB,ts haggle carefully carefully regul
1797,11709,6712,3,21,34034.7,0.02,0.01,N,O,8/5/1996,8/5/1996,8/6/1996,DELIVER IN PERSON,AIR, regular deposits. ideas caj
1798,108858,8859,1,43,80274.55,0.01,0.08,N,O,8/27/1997,10/23/1997,9/9/1997,DELIVER IN PERSON,MAIL,ites sleep fluffily. even accounts 
1799,51159,3665,1,8,8881.2,0.04,0.08,R,F,6/14/1994,5/27/1994,6/27/1994,TAKE BACK RETURN,MAIL,al packages are furiously. final esca
1799,26318,3825,2,42,52261.02,0.02,0.02,R,F,4/5/1994,4/28/1994,4/9/1994,DELIVER IN PERSON,FOB, alongside 
1824,119669,7203,1,45,75989.7,0.03,0.02,R,F,8/21/1994,6/21/1994,9/19/1994,NONE,RAIL,e furiously special accounts. 
1824,68198,5717,2,40,46647.6,0.1,0.03,A,F,5/8/1994,7/24/1994,6/6/1994,NONE,FOB,f the blithely regular warhorses. caref
1825,155040,71,1,43,47086.72,0.05,0.05,A,F,2/18/1994,2/19/1994,3/2/1994,TAKE BACK RETURN,RAIL,packages. carefully ironic th
1825,147333,9848,2,39,53832.87,0,0,R,F,4/1/1994,1/12/1994,4/21/1994,DELIVER IN PERSON,REG AIR,zle carefully packages. bold accounts dazzl
1825,16370,1373,3,7,9004.59,0.04,0.03,A,F,1/2/1994,1/30/1994,1/30/1994,TAKE BACK RETURN,REG AIR,ajole. furiously regular packages across 
1825,120223,5248,4,23,28594.06,0.05,0.01,R,F,1/8/1994,2/8/1994,1/19/1994,NONE,MAIL,s foxes nag about the
1825,177840,7841,5,33,63288.72,0.04,0.04,A,F,12/7/1993,3/1/1994,12/16/1993,TAKE BACK RETURN,RAIL,kages nag un
1826,26601,4108,1,4,6110.4,0.06,0,R,F,7/5/1992,6/12/1992,8/4/1992,DELIVER IN PERSON,MAIL,ounts grow furiously special reques
1826,67102,4621,2,9,9621.9,0.07,0.07,R,F,7/12/1992,7/11/1992,7/15/1992,DELIVER IN PERSON,TRUCK,cajole slyly. flu
1826,175212,2764,3,14,18020.94,0.05,0.01,A,F,4/28/1992,5/31/1992,5/25/1992,COLLECT COD,TRUCK,"regular, ironic accounts haggle blithely p"
1826,179826,4861,4,6,11434.92,0.05,0.04,R,F,6/30/1992,5/17/1992,7/30/1992,DELIVER IN PERSON,RAIL,nstructions: fluffily 
1826,134617,2157,5,46,75974.06,0.05,0.06,R,F,5/2/1992,6/25/1992,5/26/1992,TAKE BACK RETURN,FOB,p quickly after t
1826,107352,2373,6,43,58452.05,0.02,0.03,A,F,7/28/1992,6/14/1992,8/3/1992,NONE,MAIL,rave excuses. boldly pending deposits nag 
1827,89460,6985,1,47,68124.62,0,0.01,N,O,8/1/1996,8/7/1996,8/23/1996,TAKE BACK RETURN,RAIL,"ts. bold, even foxes haggle caref"
1827,153091,8122,2,48,54916.32,0.03,0.05,N,O,8/28/1996,9/15/1996,9/1/1996,COLLECT COD,RAIL, pending pinto beans haggle qu
1827,199818,9819,3,37,70958.97,0.01,0.07,N,O,7/20/1996,8/18/1996,8/8/1996,DELIVER IN PERSON,REG AIR,are final accounts. requests wake accordi
1827,126488,4025,4,4,6057.92,0.04,0.04,N,O,7/22/1996,9/10/1996,8/11/1996,DELIVER IN PERSON,RAIL,ly regular packages wake q
1827,79528,2036,5,24,36180.48,0,0.08,N,O,8/7/1996,9/1/1996,9/4/1996,DELIVER IN PERSON,SHIP,accounts use
1827,20469,470,6,7,9726.22,0.1,0.02,N,O,8/28/1996,8/7/1996,8/31/1996,DELIVER IN PERSON,AIR,lways even s
1827,5933,5934,7,38,69879.34,0.05,0.01,N,O,10/17/1996,8/29/1996,11/7/1996,TAKE BACK RETURN,SHIP,iously express request
1828,99555,7083,1,33,51300.15,0.05,0.04,R,F,6/27/1994,6/10/1994,7/24/1994,COLLECT COD,FOB, carefully during the deposi
1828,12436,9940,2,40,53937.2,0.08,0.07,R,F,5/5/1994,7/2/1994,5/19/1994,COLLECT COD,REG AIR,es boost slyly ironic accou
1828,195860,5861,3,11,21514.46,0.07,0.08,R,F,7/21/1994,5/28/1994,8/13/1994,DELIVER IN PERSON,FOB,s dolphins. qui
1828,7764,2765,4,45,75229.2,0.02,0.05,R,F,5/15/1994,5/29/1994,5/28/1994,COLLECT COD,RAIL,fluffily furiously i
1828,78153,5675,5,14,15836.1,0.01,0.08,A,F,5/20/1994,6/2/1994,5/25/1994,TAKE BACK RETURN,SHIP,egrate slyly special deposits. enticing t
1829,149926,2441,1,12,23711.04,0.05,0.06,A,F,8/23/1994,7/13/1994,9/4/1994,DELIVER IN PERSON,FOB,nal packages. slyly special excu
1829,4612,4613,2,11,16682.71,0.04,0.05,A,F,5/18/1994,6/13/1994,6/7/1994,COLLECT COD,MAIL,the even id
1829,103502,8523,3,49,73769.5,0.09,0.08,A,F,8/26/1994,8/1/1994,9/16/1994,NONE,TRUCK,packages across t
1829,152994,2995,4,14,28657.86,0.03,0.06,A,F,8/15/1994,6/8/1994,8/30/1994,TAKE BACK RETURN,AIR,rding to the final foxes. unusual fox
1829,165795,8312,5,6,11164.74,0.02,0.07,A,F,8/9/1994,8/5/1994,9/5/1994,DELIVER IN PERSON,MAIL,he slyly regul
1829,114621,2155,6,36,58882.32,0.09,0.04,R,F,6/10/1994,6/23/1994,6/22/1994,NONE,FOB,y silent packages. carefully unusual 
1830,119595,2107,1,38,61354.42,0,0.07,R,F,4/20/1995,5/22/1995,4/24/1995,TAKE BACK RETURN,TRUCK,lly around
1830,24483,6986,2,9,12667.32,0.05,0.07,R,F,3/9/1995,5/24/1995,3/14/1995,NONE,SHIP,ouches wake fluffil
1830,81005,3514,3,36,35496,0.07,0.07,R,F,4/21/1995,4/14/1995,5/10/1995,DELIVER IN PERSON,SHIP,lar accounts unwind carefully. s
1831,135126,7640,1,9,10450.08,0.02,0.03,A,F,12/17/1993,1/27/1994,12/26/1993,NONE,TRUCK, regular accounts boost daringly ironi
1831,47035,7036,2,9,8838.27,0.07,0.06,R,F,3/22/1994,1/7/1994,4/6/1994,COLLECT COD,MAIL,uickly express packages caj
1831,114911,2445,3,17,32740.47,0.02,0.08,R,F,1/18/1994,2/12/1994,1/30/1994,TAKE BACK RETURN,MAIL,ar packages use alo
1831,94173,9192,4,23,26844.91,0.06,0.02,R,F,12/21/1993,2/8/1994,1/4/1994,NONE,SHIP,efully furiously regular depos
1856,54971,9982,1,10,19259.7,0.05,0.07,R,F,5/11/1992,5/20/1992,6/2/1992,TAKE BACK RETURN,FOB,. regular ideas serve quickly quickly 
1856,96908,1927,2,47,89530.3,0.07,0.07,R,F,3/22/1992,6/9/1992,4/17/1992,DELIVER IN PERSON,FOB,s are. requests cajole idly regular pack
1856,116508,4042,3,20,30490,0.04,0.06,R,F,5/4/1992,5/6/1992,5/11/1992,DELIVER IN PERSON,MAIL,"ges. bold, final requests nag blit"
1856,149295,9296,4,22,29574.38,0.08,0.02,A,F,5/2/1992,5/26/1992,5/20/1992,TAKE BACK RETURN,REG AIR,efully ironic deposits cajole slyly above t
1856,189673,9674,5,14,24677.38,0.01,0.01,A,F,4/14/1992,5/2/1992,5/11/1992,COLLECT COD,SHIP,uches are fluffily. final sheaves h
1856,22677,184,6,36,57588.12,0.03,0.05,A,F,6/19/1992,5/12/1992,6/28/1992,TAKE BACK RETURN,TRUCK,ds. slyly ironic requests haggle. ironic
1856,129838,7375,7,42,78448.86,0.04,0,R,F,5/23/1992,6/6/1992,6/19/1992,COLLECT COD,RAIL,ful foxes use. furi
1857,173807,3808,1,15,28212,0.1,0.03,R,F,4/5/1993,2/28/1993,4/13/1993,COLLECT COD,RAIL,patterns cajole blit
1857,166343,8860,2,40,56373.6,0.1,0,R,F,2/15/1993,3/8/1993,2/21/1993,NONE,AIR,esias are car
1857,118981,1493,3,8,15999.84,0.01,0.07,R,F,1/27/1993,4/4/1993,2/20/1993,TAKE BACK RETURN,AIR,"xpress, final foxes use around the "
1857,99627,4646,4,41,66691.42,0.07,0.07,A,F,4/16/1993,2/16/1993,4/18/1993,NONE,REG AIR,e theodoli
1858,13932,6434,1,33,60915.69,0.01,0.02,N,O,12/28/1997,2/3/1998,1/13/1998,NONE,RAIL,ithely even requests. blit
1859,74969,4970,1,18,34991.28,0.1,0,N,O,8/8/1997,6/30/1997,8/26/1997,TAKE BACK RETURN,SHIP,. furiously r
1859,187741,5296,2,36,65834.64,0.02,0.01,N,O,5/5/1997,7/8/1997,5/25/1997,TAKE BACK RETURN,REG AIR,thely along the blithely final packages.
1859,157708,5254,3,5,8828.5,0.06,0.03,N,O,6/20/1997,5/20/1997,7/19/1997,TAKE BACK RETURN,AIR,"e, ironic pi"
1859,190876,877,4,21,41304.27,0,0.03,N,O,8/6/1997,5/29/1997,8/26/1997,TAKE BACK RETURN,REG AIR,tes sleep blithely according 
