o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
6976,93949,F,155831.14,10/13/1993,4-NOT SPECIFIED,Clerk#000000677,0,platelets x-ray acc
6977,97720,F,191346.37,12/5/1994,4-NOT SPECIFIED,Clerk#000000900,0, packages haggle across the carefully unusual hockey players. ironic pac
6978,27884,F,187580.09,12/10/1993,2-HIGH,Clerk#000000984,0,". bold, final packages about the furiously regula"
6979,32461,F,132209.74,2/28/1994,1-URGENT,Clerk#000000342,0,ly special pains wake th
6980,190,F,173700.81,2/19/1993,4-NOT SPECIFIED,Clerk#000000518,0,fully final tithes haggle slyly. carefully unusual asymptote
6981,12737,O,145271.94,6/14/1998,1-URGENT,Clerk#000000264,0,y about the regular deposi
6982,17027,O,190039.73,11/17/1995,4-NOT SPECIFIED,Clerk#000000912,0,t the quickly bold attainments sleep according to the blithely express
6983,108008,O,48088.14,2/19/1998,4-NOT SPECIFIED,Clerk#000000713,0,"es haggle carefully about the special, ironic theodolites. carefully"
7008,134897,F,56192.03,10/20/1992,2-HIGH,Clerk#000000302,0,ave to use. furiously even reque
7009,113336,O,135438.45,11/29/1995,2-HIGH,Clerk#000000361,0,quickly unusual deposits. furiously regular requests 
7010,131770,O,38573.23,5/19/1998,5-LOW,Clerk#000000826,0,at bravely carefully
7011,36289,O,53459.68,12/29/1997,5-LOW,Clerk#000000967,0,structions! blithely
7012,139442,O,2145.02,4/17/1998,1-URGENT,Clerk#000000170,0,into beans cajole quickly. fluffily r
7013,140524,O,163792.52,4/10/1997,5-LOW,Clerk#000000979,0,ely ironic excuses sleep carefully among the slyly regular 
7014,6790,O,219071.44,6/20/1996,3-MEDIUM,Clerk#000000102,0,hes. bravely pending packages cajole above the pen
7015,86692,F,251107.64,10/13/1993,4-NOT SPECIFIED,Clerk#000000251,0,ake quickly furiously bold deposits. requests do wake fluf
7040,56425,O,104811.23,6/15/1996,2-HIGH,Clerk#000000349,0,re slyly against the carefull
7041,15817,O,95398.64,9/10/1997,4-NOT SPECIFIED,Clerk#000000464,0,the blithely ironic instructions. ideas wake slyly. s
7042,35845,F,195840.55,1/9/1992,3-MEDIUM,Clerk#000000498,0,. slyly final excuses run requests. fina
7043,36377,F,27357.22,1/26/1994,1-URGENT,Clerk#000000665,0,lithely; ironic ideas integrate blithely alongside of the blithely ironic 
7044,131260,F,59973.37,8/13/1994,5-LOW,Clerk#000000095,0,luffily ironic ideas: carefully iron
7045,23933,O,200158,8/14/1997,3-MEDIUM,Clerk#000000083,0, requests. furiously express excuses integrate agains
7046,86356,O,245453.67,1/22/1996,1-URGENT,Clerk#000000681,0, fluffily; unusual theodolites cajole carefully above the slyly
7047,110533,O,262877.97,11/28/1996,3-MEDIUM,Clerk#000000263,0,yly special ideas sleep final dinos. blithely regula
7072,110447,F,81620.7,2/5/1992,1-URGENT,Clerk#000000061,0,e the slyly final decoys. slyly final packages along the fluffily b
7073,17848,O,119139.68,10/4/1997,5-LOW,Clerk#000000782,0,ourts. slyly ironic foxes affix slyly. final packages haggle 
7074,112433,F,72078.48,5/26/1993,1-URGENT,Clerk#000000244,0,ounts. pinto beans sl
7075,109178,O,284392.79,10/11/1995,5-LOW,Clerk#000000632,0,usly slyly bold forges. express foxes sleep in place of the caref
7076,140152,O,97275.55,12/12/1995,2-HIGH,Clerk#000000724,0,riously ironic ideas sleep around the blithely ironi
7077,56008,O,234677.2,12/22/1995,2-HIGH,Clerk#000000839,0,"grate. regular, special pinto beans play furiously. car"
7078,66404,F,164028.61,4/12/1993,2-HIGH,Clerk#000000979,0,final ideas. bravely pending warhorses alon
7079,48703,F,386240.22,2/9/1993,3-MEDIUM,Clerk#000000597,0,ctions. furiously stealthy frets sleep f
7104,138220,O,31526.69,12/31/1996,5-LOW,Clerk#000000432,0, slyly in place of the careful
7105,6496,F,166220.41,6/22/1993,5-LOW,Clerk#000000966,0,gular accounts. blithely express excuses detect across the regular a
7106,114574,F,314986.82,5/11/1992,5-LOW,Clerk#000000946,0,uctions. special deposits do are car
7107,90740,F,242995.93,1/5/1992,4-NOT SPECIFIED,Clerk#000000510,0,ions promise slyly according to the 
7108,10192,O,106211.89,3/24/1996,3-MEDIUM,Clerk#000000819,0," fluffily regular packages. regular, final courts against the "
7109,140384,O,127881.18,6/24/1996,4-NOT SPECIFIED,Clerk#000000703,0,oxes. silently special instructions haggle stealthy dependencies. quickly 
7110,72283,O,63335.66,8/8/1995,5-LOW,Clerk#000000689,0,f the furiously bold accounts haggle according to the slyly u
7111,135019,O,79946.74,11/3/1996,2-HIGH,Clerk#000000584,0,inst the carefully regular theodolites. final d
7136,35002,F,379800.37,3/23/1994,2-HIGH,Clerk#000000954,0,thely. blithely bold accoun
7137,106321,O,46428.87,7/30/1995,5-LOW,Clerk#000000334,0,"ngly pending foxes. bold packages above the ironic, unusu"
7138,135070,O,219365.48,5/9/1998,1-URGENT,Clerk#000000696,0,refully about the carefully bold
7139,141877,O,24561.12,6/25/1996,1-URGENT,Clerk#000000003,0,fix around the special dependencies
7140,119710,F,94902.56,2/9/1994,3-MEDIUM,Clerk#000000172,0,even deposits are about the furiously regular deposits. careful
7141,473,O,251401.12,7/19/1996,5-LOW,Clerk#000000400,0,. blithely special deposits accor
7142,145558,O,196780.9,7/22/1995,1-URGENT,Clerk#000000232,0, nag carefully along the instructions. enticing theodolite
7143,40273,O,2040.91,10/23/1997,4-NOT SPECIFIED,Clerk#000000928,0,r accounts play quickly even p
7168,61208,O,306915.02,12/18/1997,3-MEDIUM,Clerk#000000023,0,ly even deposits. ideas among the deposits cajole blithely according to t
7169,10648,F,238526.9,3/27/1993,3-MEDIUM,Clerk#000000971,0,blithely even requests. expr
7170,2948,O,184630.34,10/31/1997,4-NOT SPECIFIED,Clerk#000000422,0,ss the ruthless requests. unusual fox
7171,37673,F,272174.96,2/14/1995,3-MEDIUM,Clerk#000000548,0,hely about the quickly permanent ideas-- requ
7172,13381,O,163930.2,10/25/1997,5-LOW,Clerk#000000681,0,efully. unusual dependencies doze 
7173,15529,F,36059.77,8/9/1992,2-HIGH,Clerk#000000132,0, quickly. fluffily bra
7174,128731,F,95955.14,3/11/1992,4-NOT SPECIFIED,Clerk#000000619,0,s. carefully stealthy courts 
7175,127523,F,18675.37,2/8/1993,1-URGENT,Clerk#000000592,0,. slow excuses was slyly regular pl
7200,68980,F,253974.17,9/12/1993,5-LOW,Clerk#000000727,0,platelets haggle caref
7201,115940,O,33801.16,4/13/1996,2-HIGH,Clerk#000000986,0,"c, unusual accounts among the even, special asympto"
7202,100465,O,262177.6,6/2/1996,3-MEDIUM,Clerk#000000187,0,"efully ironic accounts. bold, regular accounts about the "
7203,112657,F,83991.62,1/9/1994,2-HIGH,Clerk#000000418,0,quests sleep fluffily furiously special deposits. packages s
7204,107632,O,155289.61,1/8/1996,1-URGENT,Clerk#000000886,0,"foxes. final, ironic requests are furiously clos"
7205,100550,F,237973.9,7/16/1994,4-NOT SPECIFIED,Clerk#000000269,0,l platelets boost alongside of the furiously final instructions. enticingly 
7206,35164,F,5828.84,2/20/1994,2-HIGH,Clerk#000000914,0,quests sleep. fluffi
7207,122659,O,127561.49,2/22/1998,4-NOT SPECIFIED,Clerk#000000855,0,larly ironic accounts. furiously pending e
7232,76042,O,98853.18,3/29/1998,1-URGENT,Clerk#000000047,0,al requests sleep furiously blithely silent ins
7233,34639,O,103148.05,11/10/1996,5-LOW,Clerk#000000362,0,ly bold pinto beans are against the carefully bold escapades. furiously 
7234,10112,O,4263.21,6/11/1998,2-HIGH,Clerk#000000425,0,arefully pending platelets haggle caref
7235,142675,O,104437.46,9/25/1996,4-NOT SPECIFIED,Clerk#000000739,0,kly. furiously regular dolphins wake furiously 
7236,27049,F,147918.27,1/3/1993,3-MEDIUM,Clerk#000000443,0,odolites nag after the slyly final depende
7237,105151,O,83903.32,1/16/1998,4-NOT SPECIFIED,Clerk#000000791,0,y final ideas use quickly. quickly regular acc
7238,100702,O,230447.44,3/5/1998,4-NOT SPECIFIED,Clerk#000000940,0,ckly ironic packages haggle furiously. furiously
7239,28633,O,97496.84,6/30/1995,3-MEDIUM,Clerk#000000671,0,ve according to the furiously final foxes. carefully regular deposits cajol
7264,33277,O,164321.18,3/22/1998,4-NOT SPECIFIED,Clerk#000000487,0,"sly bold deposits. furiously unusual foxes use regular, pendin"
7265,59569,O,51712.22,11/18/1995,2-HIGH,Clerk#000000356,0,es cajole silently unusual theodolites. fl
7266,52657,O,95917.06,7/20/1996,4-NOT SPECIFIED,Clerk#000000549,0, the slyly bold packages. 
7267,146128,F,323864.43,8/29/1992,2-HIGH,Clerk#000000741,0,lly unusual packages solve against the slyly express
7268,147451,O,91493.98,10/24/1996,3-MEDIUM,Clerk#000000047,0,"h fluffily ironic deposits. regular, ironic deposits"
7269,29852,F,68280.25,9/15/1994,3-MEDIUM,Clerk#000000017,0,etect regular pinto beans? accounts
7270,116551,O,305393.96,2/2/1998,1-URGENT,Clerk#000000223,0,old patterns sleep blithely bold ideas. blithely regular fox
7271,5534,O,159900.29,7/29/1998,3-MEDIUM,Clerk#000000732,0,into beans engage f
7296,149215,O,19122.47,10/22/1996,2-HIGH,Clerk#000000394,0, cajole. slyly pending ideas do affix furiously. sly
7297,137984,F,222803.73,9/15/1994,2-HIGH,Clerk#000000814,0,sly regular requests. even pinto beans caj
7298,83902,O,153624.42,7/11/1997,4-NOT SPECIFIED,Clerk#000000427,0,", unusual instructions against the fin"
7299,136885,F,102931.31,2/19/1992,1-URGENT,Clerk#000000065,0,", silent deposits snooze slyly above"
7300,42983,F,232552.76,3/20/1994,2-HIGH,Clerk#000000942,0, evenly regular grouches are fl
7301,149876,F,40408.67,12/29/1993,5-LOW,Clerk#000000143,0,heodolites haggle. blithely 
7302,15494,P,103135.93,3/31/1995,1-URGENT,Clerk#000000269,0, even packages use according to the quickly unusual accounts. express 
7303,142778,F,76008.44,6/19/1993,2-HIGH,Clerk#000000989,0, beans. blithely pending packages along the furiously silent re
7328,118286,O,234461.73,4/19/1998,2-HIGH,Clerk#000000310,0,ronically bold theodolites. asymptotes a
7329,66331,O,175710.23,10/4/1996,4-NOT SPECIFIED,Clerk#000000028,0,lly ironic accounts cajole furiously. final packages are blithely aft
7330,16282,O,268849.28,7/13/1998,3-MEDIUM,Clerk#000000202,0,", unusual ideas. requests c"
7331,23530,O,223463.03,7/22/1996,3-MEDIUM,Clerk#000000473,0,"e carefully final packages. regular, silent ideas nag alongside"
7332,46387,O,163588.05,8/16/1996,2-HIGH,Clerk#000000203,0,s above the ironic deposits use fluffily express realms. quickly 
7333,71908,O,79271.74,9/14/1996,5-LOW,Clerk#000000730,0,usly. carefully ironic deposits haggle slyly 
7334,144121,O,94362.32,8/6/1997,4-NOT SPECIFIED,Clerk#000000487,0,"yly about the slow, unusual accounts. fluffily idle excuses"
7335,8590,F,223534.69,5/30/1993,5-LOW,Clerk#000000296,0,lar deposits. blithely final accounts integrate slyly among the qu
7360,53498,O,40455.2,10/24/1997,2-HIGH,Clerk#000000934,0,heodolites against the requests cajole blithely except the caref
7361,39829,F,267268.68,10/9/1994,2-HIGH,Clerk#000000939,0,ng to the fluffily ironic packages detect fluffily furiously
7362,74308,F,66066.56,11/11/1994,2-HIGH,Clerk#000000300,0,slyly final foxes. deposits a
7363,124066,F,68127.63,11/10/1993,3-MEDIUM,Clerk#000000225,0, the bold pinto beans. slyly special accounts boost quickly. blithel
7364,11603,F,92376.52,5/9/1994,2-HIGH,Clerk#000000133,0,ve the pending deposits detect carefully carefully pending requests. fluffily
7365,5222,O,220680.92,3/4/1998,1-URGENT,Clerk#000000325,0,ake carefully silent theodolites. ironically regular accoun
7366,4891,F,59819.79,3/15/1994,2-HIGH,Clerk#000000668,0,es. pending accounts believe furiously regular packages. slyly even court
7367,133907,O,105905.84,6/6/1995,5-LOW,Clerk#000000670,0,"accounts. blithely ironic warthogs lose bold, pending courts. careful"
7392,122746,O,204520.21,4/15/1996,1-URGENT,Clerk#000000242,0, nag blithely. multipliers along the carefully regular requests caj
7393,17749,O,193475.96,12/23/1995,5-LOW,Clerk#000000879,0,en deposits. requests alongside of the 
7394,94745,O,101169.21,7/3/1998,3-MEDIUM,Clerk#000000883,0,"cording to the regular, bold accounts are am"
7395,124361,O,220805.35,1/21/1998,4-NOT SPECIFIED,Clerk#000000095,0,xpress warhorses; blithely even requests hang. furiou
7396,25588,O,99761.48,1/3/1998,3-MEDIUM,Clerk#000000729,0,ld deposits sleep always about the requests. never final pinto beans use blith
7397,125728,F,12799.85,5/20/1994,3-MEDIUM,Clerk#000000187,0,"sts boost. special, "
7398,33407,F,165096.79,6/2/1994,4-NOT SPECIFIED,Clerk#000000572,0,ernes grow never blith
7399,5317,O,274684.27,8/11/1997,4-NOT SPECIFIED,Clerk#000000396,0,ular accounts. slyly unusual requests are slyly reg
7424,98539,O,6938.95,5/16/1998,4-NOT SPECIFIED,Clerk#000000430,0,platelets are blithely quickly ironic deposits. accounts nag accord
7425,125210,O,106017.51,8/28/1997,5-LOW,Clerk#000000984,0,ackages cajole regularly ironic ideas. pending account
7426,46499,F,24549.09,1/17/1995,2-HIGH,Clerk#000000643,0,e of the carefully ironic accounts cajole quickly alongside of the regular a
7427,7255,F,271629.49,12/16/1992,4-NOT SPECIFIED,Clerk#000000606,0,. slyly furious foxes
7428,113209,O,102959.76,8/8/1997,5-LOW,Clerk#000000596,0, above the regular requests. carefully close accounts boost quietly fl
7429,87209,F,167911.01,5/27/1993,4-NOT SPECIFIED,Clerk#000000854,0,"ts nag final, express requests. final accounts after the car"
7430,56734,F,79883.55,6/9/1993,3-MEDIUM,Clerk#000000755,0,leep slyly-- express excuses use ironic warthogs. car
7431,109189,F,108815.57,5/2/1994,3-MEDIUM,Clerk#000000713,0,ackages. blithely bold packages cajole blithely quiet dept
7456,19729,O,156332.37,3/5/1997,1-URGENT,Clerk#000000610,0,fy dependencies. carefully regular requests across the bli
7457,66865,F,200861.65,10/1/1993,4-NOT SPECIFIED,Clerk#000000892,0,. silently express excuses
7458,131644,F,122775.51,4/5/1992,1-URGENT,Clerk#000000242,0, accounts wake against the pending requests. deposits slee
7459,17710,O,91121.02,6/5/1997,3-MEDIUM,Clerk#000000380,0, cajole slyly alongside of the regular ideas. ironi
7460,39037,O,32688.62,5/11/1996,1-URGENT,Clerk#000000649,0,ackages. carefully regular escapades are even deposits. regular
7461,118819,F,164420.95,1/13/1994,5-LOW,Clerk#000000683,0,n accounts according to the packag
7462,12703,F,214415.82,2/21/1995,2-HIGH,Clerk#000000268,0,uests cajole furiously ironi
7463,27442,O,155163.97,8/10/1997,3-MEDIUM,Clerk#000000903,0,ly unusual pinto beans cajole. blithely bold packages are alongsid
7488,102083,F,188959.01,5/4/1992,1-URGENT,Clerk#000000653,0,ions affix blithely. 
7489,5821,F,115774.52,10/1/1993,1-URGENT,Clerk#000000342,0,o the special packages. regular acc
7490,4150,F,160368.11,10/26/1994,4-NOT SPECIFIED,Clerk#000000776,0,ending packages shall have to cajole slyly. carefully ironic de
7491,147559,O,96271,4/21/1998,1-URGENT,Clerk#000000107,0,ckages do boost regular ideas. idly ironic ide
7492,51061,O,67737.93,6/26/1996,5-LOW,Clerk#000000810,0,"as are carefully silent, unusual asymptotes. bli"
7493,20312,F,73182.24,12/18/1994,2-HIGH,Clerk#000000279,0,ic theodolites. even notornis detect? s
7494,122977,O,73628.08,4/2/1996,4-NOT SPECIFIED,Clerk#000000244,0,y even requests. furiously regular accounts haggle care
7495,18754,F,28886.5,11/6/1994,5-LOW,Clerk#000000952,0,fluffily regular courts around the regu
7520,26557,O,174432.51,1/15/1997,4-NOT SPECIFIED,Clerk#000000061,0,foxes! quickly ironic foxes nag fluffily ironic requests. unusua
7521,86896,P,116949.82,2/28/1995,5-LOW,Clerk#000000142,0,final courts. dependencies boost furiously. slyly unusual requests 
7522,44348,O,204572.24,12/9/1996,5-LOW,Clerk#000000211,0,"ructions cajole fluffily. regular, ironic platelets acr"
7523,148781,O,394545.56,4/8/1997,4-NOT SPECIFIED,Clerk#000000800,0,arefully final platelets sleep above the carefully regular pinto bea
7524,60389,F,161962.96,7/19/1992,5-LOW,Clerk#000000392,0, carefully quiet dolphins. packages nag closely. ironic requests are 
7525,47888,O,88821.98,3/12/1997,2-HIGH,Clerk#000000481,0,o beans haggle slyly alo
7526,89815,O,79653.87,12/20/1996,3-MEDIUM,Clerk#000000848,0,"y idle excuses boost fluffily above the silent, unusual packages. dependen"
7527,39133,F,76031.11,12/12/1994,3-MEDIUM,Clerk#000000871,0,nic requests wake after the furiously pend
7552,81916,F,65195.18,9/11/1992,1-URGENT,Clerk#000000996,0,sits dazzle along the silent packages. carefully regular packages 
7553,51716,F,240603.86,5/8/1993,3-MEDIUM,Clerk#000000941,0,"nal foxes are ironic, stealthy instructions. unusual acco"
7554,81544,O,36917.57,6/29/1996,4-NOT SPECIFIED,Clerk#000000642,0,y silent Tiresias affix furiously; theodolites integrate slyly a
7555,78898,O,200720.31,1/13/1996,2-HIGH,Clerk#000000382,0, use around the ironic accounts. 
7556,7421,F,70898.45,11/11/1993,4-NOT SPECIFIED,Clerk#000000950,0,fter the quickly even pack
7557,74368,O,17065.13,7/3/1997,5-LOW,Clerk#000000651,0,ording to the quickly even requests. furiousl
7558,93985,F,127541.71,12/11/1993,2-HIGH,Clerk#000000733,0,e slyly ironic packages wake about the fluffily ironic ideas. regular i
7559,99118,F,328055.98,10/13/1993,1-URGENT,Clerk#000000404,0,", brave accounts. pending, regular dolphin"
7584,94063,O,146272.84,4/14/1997,4-NOT SPECIFIED,Clerk#000000644,0, even requests boost. always entici
7585,33310,P,222174.02,5/20/1995,2-HIGH,Clerk#000000703,0,uests cajole furiously. slyly pending 
7586,31222,O,88636.84,7/10/1995,1-URGENT,Clerk#000000821,0,gular deposits thrash after the final deposit
7587,22625,F,38463.75,2/16/1992,5-LOW,Clerk#000000290,0,pendencies according to the express requests wake ironic ideas. quickly final 
7588,144511,F,124109.99,12/23/1992,3-MEDIUM,Clerk#000000674,0,latelets. blithely regular depende
7589,124522,O,297160.01,4/20/1997,4-NOT SPECIFIED,Clerk#000000710,0,e pearls. deposits wake according to the da
7590,11131,O,178652.63,4/18/1998,4-NOT SPECIFIED,Clerk#000000290,0,old accounts thrash slowly express instructions. regular deposit
7591,11542,F,297379.44,5/13/1993,3-MEDIUM,Clerk#000000824,0,"boost ideas. slyly dogged accounts are slyly blithely regular accounts. final,"
7616,33688,F,93318.74,10/6/1993,1-URGENT,Clerk#000000828,0,nst the regular frets! carefully ev
7617,67978,O,362363.86,6/15/1998,2-HIGH,Clerk#000000262,0,gular deposits are above the furiousl
7618,88129,F,358292.37,1/4/1992,2-HIGH,Clerk#000000782,0,y regular theodolites cajole permanently ironic foxes. even courts boost after
7619,78938,F,114249.57,10/9/1993,4-NOT SPECIFIED,Clerk#000000388,0,xcuses are blithely carefully specia
7620,107278,F,5230.02,6/21/1994,2-HIGH,Clerk#000000607,0,wly bold asymptotes ar
7621,1690,O,90981.41,4/2/1997,2-HIGH,Clerk#000000682,0,"ithely around the express, final asymptotes? final, regular instr"
7622,37591,O,77437.83,1/21/1998,3-MEDIUM,Clerk#000000191,0, requests breach blithely. fluffily spe
7623,128134,F,166508.04,10/29/1994,1-URGENT,Clerk#000000292,0,eath the blithely final ideas. even theodolites boost care
7648,132179,O,15798.46,6/2/1997,5-LOW,Clerk#000000469,0,against the blithely careful requests use quickl
